No,No1,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population,daily_growth_rt_percent,daily_growth_abs_num,daily_growth_rt_by_popu_percent
722,2335,Liverpool,29/03/2020,2.3,30.4,10,17,60,1041.4,4.7,263,498042,115.86,36.00,23.26
723,2398,Liverpool,30/03/2020,5.5,27.8,9,18,67,1036.1,7,306,498042,116.35,43.00,23.36
724,2461,Liverpool,31/03/2020,5.6,28.1,8,17,68,1032.5,7.1,347,498042,113.40,41.00,22.77
725,49,Liverpool,01/04/2020,3.4,32.8,9,19,68,1022.1,7.7,395,498042,113.83,48.00,22.86
726,131,Liverpool,02/04/2020,2.4,31.3,13,30,68,1014,8.5,451,498042,114.18,56.00,22.93
727,213,Liverpool,03/04/2020,2.4,31.8,14,21,67.1,1014.2,9.2,511,498042,113.30,60.00,22.75
728,295,Liverpool,04/04/2020,2.8,28.7,11,30,66.8,1015,10,558,498042,109.20,47.00,21.93
729,378,Liverpool,05/04/2020,2.3,34.2,16,40,61,1007.1,14,604,498042,108.24,46.00,21.73
730,461,Liverpool,06/04/2020,2.1,29.2,13,27,65.7,1012.5,11.9,656,498042,108.61,52.00,21.81
731,544,Liverpool,07/04/2020,4.9,18.4,14,30,63.8,1026.4,11,723,498042,110.21,67.00,22.13
732,626,Liverpool,08/04/2020,9.7,25.2,17,46,65.1,1023.4,11.1,798,498042,110.37,75.00,22.16
733,707,Liverpool,09/04/2020,7.5,23.7,26,63,67,1023.1,13,864,498042,108.27,66.00,21.74
734,789,Liverpool,10/04/2020,4.7,30.2,28,73,65.1,1021.6,14.5,898,498042,103.94,34.00,20.87
735,870,Liverpool,11/04/2020,5.3,28.9,25,72,65,1020,13.2,938,498042,104.45,40.00,20.97
736,951,Liverpool,12/04/2020,6.8,18.9,21,65,67.2,1013.2,11,973,498042,103.73,35.00,20.83
737,1034,Liverpool,13/04/2020,1.9,33.8,15,30,62.4,1026.9,7.5,1009,498042,103.70,36.00,20.82
738,1116,Liverpool,14/04/2020,4.8,29.4,17,42,65.4,1027,7.5,1040,498042,103.07,31.00,20.70
739,1198,Liverpool,15/04/2020,8.5,27.9,23,55,65.2,1021,10.2,1078,498042,103.65,38.00,20.81
740,1280,Liverpool,16/04/2020,6.7,32.1,28,63,53.5,1015,12.5,1122,498042,104.08,44.00,20.90
741,1363,Liverpool,17/04/2020,3.9,32,17,38,63.5,1016.2,10.2,1156,498042,103.03,34.00,20.69
742,1446,Liverpool,18/04/2020,5.6,24.7,14,38,68,1017.9,8,1175,498042,101.64,19.00,20.41
743,1529,Liverpool,19/04/2020,3.4,32.9,15,30,56.3,1020.1,9.8,1196,498042,101.79,21.00,20.44
744,1612,Liverpool,20/04/2020,3.4,33,17,25,60.2,1019.9,10,1226,498042,102.51,30.00,20.58
745,1695,Liverpool,21/04/2020,4.2,33.1,20,36,65,1019.5,11.1,1254,498042,102.28,28.00,20.54
746,1778,Liverpool,22/04/2020,4.9,33.8,26,50,61,1020.5,12.5,1275,498042,101.67,21.00,20.41
747,1861,Liverpool,23/04/2020,6.9,30.9,23,46,64.5,1019.9,13.4,1296,498042,101.65,21.00,20.41
748,1944,Liverpool,24/04/2020,8.1,31.7,24,58,64,1014.4,13,1324,498042,102.16,28.00,20.51
749,2027,Liverpool,25/04/2020,3.5,29.3,23,56,66,1012.1,12,1347,498042,101.74,23.00,20.43
750,2110,Liverpool,26/04/2020,3.4,35.5,37,88,66.8,1009.7,11.9,1361,498042,101.04,14.00,20.29
751,2192,Liverpool,27/04/2020,2.5,31.2,5,8,67,1006.7,10.5,1385,498042,101.76,24.00,20.43
752,2274,Liverpool,28/04/2020,6.2,24.8,11,30,68,1004.2,9.3,1407,498042,101.59,22.00,20.40
753,2356,Liverpool,29/04/2020,4.1,25.2,8,21,66,996.4,9,1430,498042,101.63,23.00,20.41
754,2419,Liverpool,30/04/2020,2.1,28.5,6,10,67.3,988.8,9,1451,498042,101.47,21.00,20.37
755,70,Liverpool,01/05/2020,2.6,30,8,13,67.2,996,10,1469,498042,101.24,18.00,20.33
756,152,Liverpool,02/05/2020,2.5,31.9,10,17,66.8,1009,10.1,1479,498042,100.68,10.00,20.22
757,234,Liverpool,03/05/2020,6.1,28.3,15,38,66,1014.5,11.5,1488,498042,100.61,9.00,20.20
758,316,Liverpool,04/05/2020,4.4,29,13,34,63.7,1018.2,12,1498,498042,100.67,10.00,20.21
759,399,Liverpool,05/05/2020,2.9,32.7,10,21,59,1022,11,1499,498042,100.07,1.00,20.09
760,482,Liverpool,06/05/2020,4,32.2,14,25,57.5,1023.6,11.5,1502,498042,100.20,3.00,20.12
761,565,Liverpool,07/05/2020,7.2,36.5,20,56,63,1019.5,14.5,1504,498042,100.13,2.00,20.11
762,728,Liverpool,09/05/2020,5.8,23.6,17,42,63.3,1011.7,14.5,1507,498042,100.20,3.00,20.12
763,810,Liverpool,10/05/2020,1.7,29.5,14,17,64.8,1013,10.5,1510,498042,100.20,3.00,20.12
764,891,Liverpool,11/05/2020,3.4,29.8,11,13,60,1022.4,7.5,1514,498042,100.26,4.00,20.13
765,972,Liverpool,12/05/2020,3,31.7,10,17,66.5,1019.3,9.5,1521,498042,100.46,7.00,20.17
766,1055,Liverpool,13/05/2020,3.5,29.4,8,12,56.4,1018,9,1531,498042,100.66,10.00,20.21
767,1137,Liverpool,14/05/2020,4,30.2,9,16,64.6,1022.1,9.5,1542,498042,100.72,11.00,20.22
768,1219,Liverpool,15/05/2020,3.2,32.6,8,13,66.4,1022.8,10.5,1554,498042,100.78,12.00,20.23
769,1301,Liverpool,16/05/2020,2.8,31.7,6,13,65.1,1021.8,12,1557,498042,100.19,3.00,20.12
770,1384,Liverpool,17/05/2020,2.7,29.5,9,19,66.6,1020.2,13.5,1562,498042,100.32,5.00,20.14
771,1467,Liverpool,18/05/2020,2,30.8,8,17,67,1018.9,14.5,1567,498042,100.32,5.00,20.14
772,1550,Liverpool,19/05/2020,3.9,26.3,11,17,66.2,1020,15.2,1575,498042,100.51,8.00,20.18
773,1633,Liverpool,20/05/2020,6.2,24.6,15,39,63,1018,16.5,1581,498042,100.38,6.00,20.16
774,1716,Liverpool,21/05/2020,5.6,33.6,15,34,64.4,1016.6,17.1,1588,498042,100.44,7.00,20.17
775,1799,Liverpool,22/05/2020,1.2,28.7,25,38,59.8,1007.2,15.3,1591,498042,100.19,3.00,20.12
776,1882,Liverpool,23/05/2020,1.3,28.9,14,21,58,1014.5,13.8,1594,498042,100.19,3.00,20.12
777,1965,Liverpool,24/05/2020,2,28.1,14,34,67,1027.9,14,1604,498042,100.63,10.00,20.20
778,2048,Liverpool,25/05/2020,2.8,30,9,17,53.6,1030.9,15,1609,498042,100.31,5.00,20.14
779,2130,Liverpool,26/05/2020,3.4,25.2,8,17,66,1034.1,15,1614,498042,100.31,5.00,20.14
780,2213,Liverpool,27/05/2020,4.4,24.3,15,30,62.8,1034.4,16,1619,498042,100.31,5.00,20.14
781,2295,Liverpool,28/05/2020,3.8,34.7,15,34,59,1031.2,18.5,1624,498042,100.31,5.00,20.14
782,2377,Liverpool,29/05/2020,3.2,32.7,13,21,49,1026,19.1,1627,498042,100.18,3.00,20.12
783,2439,Liverpool,30/05/2020,2.6,33.7,11,19,38,1022,19.3,1627,498042,100.00,0.00,20.08
784,10,London,01/02/2020,8.9,19.5,15,31,75,1004.6,10.5,0,8961989,0.00,0.00,0.00
785,92,London,02/02/2020,9.7,18.1,17,38,75,1008.9,11.1,0,8961989,0.00,0.00,0.00
786,174,London,03/02/2020,13.3,17.9,17,35,74.8,1012.7,10,0,8961989,0.00,0.00,0.00
787,255,London,04/02/2020,15.5,15.4,13,30,70.6,1019.7,8.8,0,8961989,0.00,0.00,0.00
788,338,London,05/02/2020,29.8,2.1,28,59,67,1036,7.6,0,8961989,0.00,0.00,0.00
789,421,London,06/02/2020,31.5,1.9,29,65,66.3,1030.4,7,0,8961989,0.00,0.00,0.00
790,504,London,07/02/2020,22.6,3.2,30,69,69.2,1016.4,7.2,0,8961989,0.00,0.00,0.00
791,587,London,08/02/2020,11.9,16.9,19,34,68.3,1014.1,10.1,0,8961989,0.00,0.00,0.00
792,668,London,09/02/2020,3.8,26.2,12,25,65,1006.8,10,0,8961989,0.00,0.00,0.00
793,1987,London,25/02/2020,11.8,20.3,9,17,70.4,996.4,7.2,8,8961989,0.00,8.00,0.00
794,2070,London,26/02/2020,16.7,16.1,11,21,71.2,1004.5,5.2,8,8961989,100.00,0.00,1.12
795,2152,London,27/02/2020,18.4,15.3,10,25,75.7,1008,4.1,9,8961989,112.50,1.00,1.26
796,2234,London,28/02/2020,15.8,12.9,12,25,89,1008,6.1,14,8961989,155.56,5.00,1.74
797,2316,London,29/02/2020,7.2,22.5,13,29,81.1,986.8,6.9,15,8961989,107.14,1.00,1.20
798,30,London,01/03/2020,7.5,22.9,11,23,73.5,988.4,6.1,23,8961989,153.33,8.00,1.71
799,112,London,02/03/2020,15.8,17.5,8,21,86,988,5.3,35,8961989,152.17,12.00,1.70
800,275,London,04/03/2020,22.8,7.3,15,38,88.4,1004,6.1,59,8961989,168.57,24.00,1.88
801,359,London,05/03/2020,11.7,16.5,12,38,90.7,994.6,5.5,73,8961989,123.73,14.00,1.38
802,442,London,06/03/2020,20.3,15.8,16,39,76.3,1005.5,5.2,96,8961989,131.51,23.00,1.47
803,525,London,07/03/2020,15.6,12.8,22,48,78,1015.1,10.3,110,8961989,114.58,14.00,1.28
804,607,London,08/03/2020,7.1,24.1,11,25,78.5,1005.7,10.4,132,8961989,120.00,22.00,1.34
805,688,London,09/03/2020,11.7,17.9,12,25,82.3,1011.1,8.7,186,8961989,140.91,54.00,1.57
806,770,London,10/03/2020,8.2,16.8,6,15,84.8,1004,13,277,8961989,148.92,91.00,1.66
807,851,London,11/03/2020,9.4,22.3,9,18,78.3,1009,11,460,8961989,166.06,183.00,1.85
808,932,London,12/03/2020,9,23.1,14,26,61.9,1010.4,8.5,625,8961989,135.87,165.00,1.52
809,1014,London,13/03/2020,13.9,18.7,16,31,60,1018.3,9,761,8961989,121.76,136.00,1.36
810,1097,London,14/03/2020,9.3,21.9,12,25,83,1013,10,909,8961989,119.45,148.00,1.33
811,1179,London,15/03/2020,7.8,24,9,22,82.3,1008,9.7,1074,8961989,118.15,165.00,1.32
812,1261,London,16/03/2020,19.2,12.8,14,35,71.4,1022,8,1308,8961989,121.79,234.00,1.36
813,1343,London,17/03/2020,11.5,19.1,15,30,79.5,1027,10,1618,8961989,123.70,310.00,1.38
814,1426,London,18/03/2020,10.6,19.9,14,32,81,1024.1,11.7,1974,8961989,122.00,356.00,1.36
815,1509,London,19/03/2020,11.7,15.9,15,42,92.4,1026,7.2,2307,8961989,116.87,333.00,1.30
816,1592,London,20/03/2020,7.2,23.1,12,25,76.5,1028.1,6.9,2733,8961989,118.47,426.00,1.32
817,1675,London,21/03/2020,7.1,21.2,15,29,72,1025.7,6.5,3083,8961989,112.81,350.00,1.26
818,1758,London,22/03/2020,8.1,18.9,16,40,70,1026.1,6.6,3519,8961989,114.14,436.00,1.27
819,1841,London,23/03/2020,15.5,14.2,20,48,59.2,1026.3,6.6,4206,8961989,119.52,687.00,1.33
820,1924,London,24/03/2020,15.5,18.6,19,51,52.7,1025.3,8,4842,8961989,115.12,636.00,1.28
821,2007,London,25/03/2020,20.3,18.3,27,65,56,1024,6.7,5597,8961989,115.59,755.00,1.29
822,2090,London,26/03/2020,13.3,23.2,32,79,61.8,1022.9,6.4,6361,8961989,113.65,764.00,1.27
823,2172,London,27/03/2020,8.4,31.6,34,78,63.3,1023.4,7.6,7180,8961989,112.88,819.00,1.26
824,2254,London,28/03/2020,4.5,33.1,22,46,68.6,1028.5,6.3,7757,8961989,108.04,577.00,1.21
825,2336,London,29/03/2020,3.2,30.3,13,24,60.4,1037.1,5,8350,8961989,107.64,593.00,1.20
826,2399,London,30/03/2020,6.6,24.8,11,23,74.5,1035.4,4,9194,8961989,110.11,844.00,1.23
827,2462,London,31/03/2020,8.5,25.4,14,30,68.5,1031,6,10108,8961989,109.94,914.00,1.23
828,50,London,01/04/2020,14.3,19.7,14,36,64.3,1023.5,7.2,11071,8961989,109.53,963.00,1.22
829,132,London,02/04/2020,9.9,20.5,10,25,68.2,1015.2,10.3,12094,8961989,109.24,1023.00,1.22
830,214,London,03/04/2020,13.7,20.2,14,31,63.7,1017.3,9.5,13029,8961989,107.73,935.00,1.20
831,296,London,04/04/2020,11.5,21.8,15,46,68,1019.7,10.3,13746,8961989,105.50,717.00,1.18
832,379,London,05/04/2020,7.1,27.8,15,40,46.8,1013.8,16.3,14350,8961989,104.39,604.00,1.16
833,462,London,06/04/2020,9.9,24.4,13,32,59.1,1016.6,14.1,15187,8961989,105.83,837.00,1.18
834,545,London,07/04/2020,17.3,15.9,20,50,65.2,1028,12.6,16091,8961989,105.95,904.00,1.18
835,627,London,08/04/2020,20.2,16.4,41,93,66,1024.2,14.4,16923,8961989,105.17,832.00,1.17
836,708,London,09/04/2020,19.1,20.5,46,93,66,1024.5,13.3,17693,8961989,104.55,770.00,1.17
837,790,London,10/04/2020,15.6,17.8,38,88,70.8,1024.5,13.5,18266,8961989,103.24,573.00,1.15
838,871,London,11/04/2020,18.5,15.9,30,69,58.5,1022,16.6,18758,8961989,102.69,492.00,1.15
839,952,London,12/04/2020,10,30.7,25,61,53,1013.7,17.6,19172,8961989,102.21,414.00,1.14
840,1035,London,13/04/2020,3.7,29.7,15,33,60.2,1025.9,8.8,19737,8961989,102.95,565.00,1.15
841,1117,London,14/04/2020,8.3,28.6,14,31,59.4,1028.4,7.1,20293,8961989,102.82,556.00,1.15
842,1199,London,15/04/2020,15.4,21.6,27,59,65.5,1022.8,9.7,20847,8961989,102.73,554.00,1.15
843,1281,London,16/04/2020,19.2,17.7,43,97,69.7,1016,12.1,21337,8961989,102.35,490.00,1.14
844,1364,London,17/04/2020,7.7,25.3,19,38,73.2,1016.5,10.6,21761,8961989,101.99,424.00,1.14
845,1447,London,18/04/2020,8.4,19.8,22,52,83,1017.2,9.4,22067,8961989,101.41,306.00,1.13
846,1530,London,19/04/2020,6.2,26.6,19,41,64.6,1019.7,10.7,22313,8961989,101.11,246.00,1.13
847,1613,London,20/04/2020,7.4,26.3,21,41,57.1,1017,12,22689,8961989,101.69,376.00,1.13
848,1696,London,21/04/2020,7.4,26.5,26,44,55.5,1016.4,13,23030,8961989,101.50,341.00,1.13
849,1779,London,22/04/2020,8.7,26.7,27,54,54,1019,14.3,23304,8961989,101.19,274.00,1.13
850,1862,London,23/04/2020,12.8,25.2,30,63,57.5,1019.1,13.7,23623,8961989,101.37,319.00,1.13
851,1945,London,24/04/2020,12.5,27.6,29,62,62,1016,12.9,23871,8961989,101.05,248.00,1.13
852,2028,London,25/04/2020,7.5,28.6,17,45,74.2,1014.9,10,24031,8961989,100.67,160.00,1.12
853,2111,London,26/04/2020,9.2,26.6,17,50,64.6,1012.2,13.3,24122,8961989,100.38,91.00,1.12
854,2193,London,27/04/2020,10.7,23.6,23,57,66,1007,12.2,24311,8961989,100.78,189.00,1.12
855,2275,London,28/04/2020,8,21.4,9,25,91.2,1004.2,8.3,24491,8961989,100.74,180.00,1.12
856,2357,London,29/04/2020,7.1,19.3,12,29,82.8,1001.6,10.6,24742,8961989,101.02,251.00,1.13
857,2420,London,30/04/2020,6.8,21.9,10,22,86.3,995.2,9.1,24997,8961989,101.03,255.00,1.13
858,71,London,01/05/2020,8,21.1,10,24,76,998,10.5,25193,8961989,100.78,196.00,1.12
859,153,London,02/05/2020,7.8,24.7,9,23,64.2,1010.5,12,25320,8961989,100.50,127.00,1.12
860,235,London,03/05/2020,9.7,21.8,13,35,71.1,1015.6,12.7,25385,8961989,100.26,65.00,1.12
861,317,London,04/05/2020,8.5,26.5,15,38,68.5,1019,12.2,25535,8961989,100.59,150.00,1.12
862,400,London,05/05/2020,6,27.1,13,25,64.7,1021,10.5,25669,8961989,100.52,134.00,1.12
863,483,London,06/05/2020,10.1,25.2,19,44,71.6,1025,11.5,25812,8961989,100.56,143.00,1.12
864,566,London,07/05/2020,14.7,27.2,23,56,57.2,1022.3,16,25955,8961989,100.55,143.00,1.12
865,648,London,08/05/2020,13.9,31.6,20,57,53.6,1017.7,18.2,26049,8961989,100.36,94.00,1.12
866,729,London,09/05/2020,13.5,36.4,30,72,50.5,1012.7,17.7,26109,8961989,100.23,60.00,1.12
867,811,London,10/05/2020,4.9,29.4,24,52,68.5,1008.8,12.6,26145,8961989,100.14,36.00,1.12
868,892,London,11/05/2020,3.6,22.5,12,21,56,1018.6,8.1,26213,8961989,100.26,68.00,1.12
869,973,London,12/05/2020,9.2,23.1,11,26,55,1020.4,11.1,26288,8961989,100.29,75.00,1.12
870,1056,London,13/05/2020,5.3,24.3,11,25,59,1017,9.7,26373,8961989,100.32,85.00,1.12
871,1138,London,14/05/2020,6.5,20.3,9,22,63,1022,8.8,26459,8961989,100.33,86.00,1.12
872,1220,London,15/05/2020,11.7,22.7,14,36,52.5,1023.3,13.4,26519,8961989,100.23,60.00,1.12
873,1302,London,16/05/2020,8.5,25.3,10,30,57,1023.8,13.1,26542,8961989,100.09,23.00,1.12
874,1385,London,17/05/2020,8.7,20.8,13,34,54,1023.3,15,26575,8961989,100.12,33.00,1.12
875,1468,London,18/05/2020,7.2,23,13,30,52.2,1023,17,26629,8961989,100.20,54.00,1.12
876,1551,London,19/05/2020,9.6,20.7,12,30,58.8,1022.7,19.5,26677,8961989,100.18,48.00,1.12
877,1634,London,20/05/2020,11.7,19.9,14,36,52.6,1021,21.2,26735,8961989,100.22,58.00,1.12
878,1717,London,21/05/2020,12.5,27.5,17,41,51.5,1018.8,21.5,26784,8961989,100.18,49.00,1.12
879,1800,London,22/05/2020,5.5,25.5,22,41,55,1014.8,18.8,26824,8961989,100.15,40.00,1.12
880,1883,London,23/05/2020,3.2,22.6,19,34,56.9,1021.1,14.6,26834,8961989,100.04,10.00,1.12
881,1966,London,24/05/2020,4.6,23.1,15,38,62.6,1029.9,16.6,26852,8961989,100.07,18.00,1.12
882,2049,London,25/05/2020,9.2,22.4,15,46,56,1034,19.5,26872,8961989,100.07,20.00,1.12
883,2131,London,26/05/2020,12.2,21.8,15,40,54,1035,20.5,26900,8961989,100.10,28.00,1.12
884,2214,London,27/05/2020,12.9,21.1,16,38,59,1035,18.6,26933,8961989,100.12,33.00,1.12
885,2296,London,28/05/2020,6.6,20.6,13,30,56,1033.8,15.5,26959,8961989,100.10,26.00,1.12
886,2378,London,29/05/2020,9.3,21.3,15,33,51.3,1027.8,16.2,26980,8961989,100.08,21.00,1.12
887,2440,London,30/05/2020,7.5,24.4,16,37,61,1023.2,18.8,26989,8961989,100.03,9.00,1.12
888,277,Manchester,04/03/2020,23.8,5.9,20,49,80.1,1004.5,6.2,2,552858,0.00,0.00,0.00
889,360,Manchester,05/03/2020,22.4,8.6,28,65,82.4,998.7,3.3,4,552858,200.00,2.00,36.18
890,689,Manchester,09/03/2020,7.4,16.6,14,35,88.8,1004.7,6.7,6,552858,150.00,2.00,27.13
891,771,Manchester,10/03/2020,7.6,16.2,10,14,88.6,998,10.5,7,552858,116.67,1.00,21.10
892,852,Manchester,11/03/2020,9.2,17.3,13,26,80.5,1004.2,8.3,8,552858,114.29,1.00,20.67
893,1016,Manchester,13/03/2020,11.9,18,13,26,79,1015.4,6.9,15,552858,187.50,7.00,33.91
894,1180,Manchester,15/03/2020,4.9,23.3,10,23,78.1,1002.6,8.6,18,552858,120.00,3.00,21.71
895,1262,Manchester,16/03/2020,9.2,18.2,16,31,68.1,1019.3,8.4,24,552858,133.33,6.00,24.12
896,1345,Manchester,17/03/2020,6.4,18.8,11,12,73.2,1020.2,11.5,28,552858,116.67,4.00,21.10
897,1428,Manchester,18/03/2020,9.5,19.7,9,21,86.7,1023.9,6.6,31,552858,110.71,3.00,20.03
898,1511,Manchester,19/03/2020,17,11.4,19,43,80,1027.7,6.3,35,552858,112.90,4.00,20.42
899,1594,Manchester,20/03/2020,9.4,17.9,18,32,72.1,1031.8,5.5,39,552858,111.43,4.00,20.16
900,1677,Manchester,21/03/2020,5.5,20.6,16,30,70,1028.4,4.7,42,552858,107.69,3.00,19.48
901,1760,Manchester,22/03/2020,7.4,21,19,45,68.2,1028.3,4.1,46,552858,109.52,4.00,19.81
902,1843,Manchester,23/03/2020,15.9,14.3,24,53,60.2,1025.1,7.4,58,552858,126.09,12.00,22.81
903,1926,Manchester,24/03/2020,12.4,17.7,31,72,67,1022,11.9,67,552858,115.52,9.00,20.89
904,2009,Manchester,25/03/2020,14.8,16.7,31,68,53.5,1023,10.2,81,552858,120.90,14.00,21.87
905,2092,Manchester,26/03/2020,17.4,18.4,36,91,55.7,1024.6,8.7,103,552858,127.16,22.00,23.00
906,2174,Manchester,27/03/2020,11.8,28.3,37,89,62.5,1027.1,6.1,117,552858,113.59,14.00,20.55
907,2256,Manchester,28/03/2020,4.2,27.8,21,26,72.1,1033.9,6.2,148,552858,126.50,31.00,22.88
908,2338,Manchester,29/03/2020,3.2,28.7,12,23,63,1042.8,4.1,171,552858,115.54,23.00,20.90
909,2401,Manchester,30/03/2020,8.3,24.1,14,21,72.1,1038.1,3.3,195,552858,114.04,24.00,20.63
910,2464,Manchester,31/03/2020,7.8,24,12,17,76.4,1034.1,7.2,228,552858,116.92,33.00,21.15
911,52,Manchester,01/04/2020,6,28.1,13,24,80.2,1023.3,6.9,257,552858,112.72,29.00,20.39
912,134,Manchester,02/04/2020,3.8,28.7,13,35,84,1013.6,7.7,291,552858,113.23,34.00,20.48
913,216,Manchester,03/04/2020,5.1,27.6,17,31,75,1016,8.1,321,552858,110.31,30.00,19.95
914,298,Manchester,04/04/2020,6,23,12,25,71.6,1017.2,9.8,361,552858,112.46,40.00,20.34
915,381,Manchester,05/04/2020,4,33,14,34,52.5,1010.3,15.5,397,552858,109.97,36.00,19.89
916,464,Manchester,06/04/2020,3.2,26.2,13,26,68.2,1013.3,12.3,470,552858,118.39,73.00,21.41
917,547,Manchester,07/04/2020,7.8,15.1,19,39,67.4,1027.7,11.1,529,552858,112.55,59.00,20.36
918,629,Manchester,08/04/2020,10.6,21.9,23,51,67.8,1024.9,12.6,582,552858,110.02,53.00,19.90
919,710,Manchester,09/04/2020,8.7,20.5,19,46,71.6,1025.2,12.5,645,552858,110.82,63.00,20.05
920,792,Manchester,10/04/2020,8.3,28.9,31,76,62.6,1023.8,16.6,681,552858,105.58,36.00,19.10
921,873,Manchester,11/04/2020,6.4,26.9,30,71,71.2,1021.4,14.6,723,552858,106.17,42.00,19.20
922,954,Manchester,12/04/2020,6,21.9,20,58,80.6,1014.7,10.4,760,552858,105.12,37.00,19.01
923,1037,Manchester,13/04/2020,3.2,29.8,16,34,61,1029.2,7.1,800,552858,105.26,40.00,19.04
924,1119,Manchester,14/04/2020,7.8,26.6,20,48,62.4,1029,7.5,850,552858,106.25,50.00,19.22
925,1201,Manchester,15/04/2020,13.3,21.1,27,64,61,1022.9,11,880,552858,103.53,30.00,18.73
926,1283,Manchester,16/04/2020,10.1,30,29,64,54.1,1016.4,12,895,552858,101.70,15.00,18.40
